"cluster","OR","p","cluster.1","OR.1","p.1","cluster.2","OR.2","p.2","cluster.3","OR.3","p.3"
"NMF2",6.15251382791916,7.85072754643134e-24,"NMF4",0.450764342125096,0.000301603900723655,"NMF3",0.504834657576477,0.000478733250461018,"NMF1",0.371748235972696,0.000109527321277024
