"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NAT15",1516.2133911006,-0.479894046697098,0.0454504073665099,2.64553479708172e-26,9.47482691627325e-26
"LOC100128239",12.7189570863736,-1.79633035593069,0.172725899083075,2.66059292003488e-26,9.52555246195434e-26
"PLP1",76.1083336576345,2.33442208820533,0.226066161295703,2.66085968302596e-26,9.52555246195434e-26
"GPATCH2",651.252315605069,-0.895549198238298,0.0859944208037888,2.68620445612046e-26,9.61418540120967e-26
"CC2D1B",797.177906315453,0.432817911071249,0.040975112748678,2.80275934554325e-26,1.00291582776933e-25
"RNPEP",2802.44428067247,-0.563321798194402,0.0534904483754199,2.83522928383832e-26,1.0143133248157e-25
"FGF14",130.472510042479,-1.47621008097112,0.142204103999266,2.86364638174915e-26,1.02425624945118e-25
"PPP3R1",1722.24499300087,0.419841504232416,0.0397521798306132,2.92277087185017e-26,1.04517572729362e-25
"ABCC5",1705.50148780827,-0.962742763522496,0.0927357834506778,2.9741324844668e-26,1.06331070494134e-25
"PAX3",7.72177520871353,2.49721630498682,0.242775550180364,3.01736226785873e-26,1.07853112398533e-25
"FAM83E",164.943439320374,-1.93744708678334,0.186756806606061,3.076692783075e-26,1.0994987303002e-25
"SRPX",268.804898734881,1.20214878718474,0.116208501507579,3.09828173434363e-26,1.10697267019034e-25
"RAB7L1",644.632043399039,0.902911395360285,0.0868562316953568,3.17345781340849e-26,1.13358511570861e-25
"C3orf1",1315.29788241155,0.410733090693773,0.0389159178912084,3.20904203855652e-26,1.14604651771048e-25
"ZNF329",402.154565204253,-0.731709660281266,0.0699455259576162,3.24400897851726e-26,1.15828209130646e-25
"CGA",397.582954462811,-4.28630855867931,0.416948145400344,3.26301528255937e-26,1.16481479172625e-25
"TSTD1",1423.126352258,-0.898390438761232,0.0864554677454693,3.37112336803604e-26,1.20314483476708e-25
"GJB6",47.9675336084095,3.03555365332281,0.297360436052757,3.41225152156161e-26,1.21755844481564e-25
"LOC100131691",35.1839678409833,-0.970072140847005,0.0935928042994556,3.46411107736954e-26,1.2357941279272e-25
"MS4A4A",187.933912836111,1.01514660368799,0.0980566295492175,3.4705189478884e-26,1.23781087849997e-25
"WDR63",9.36991416417925,-1.76789906670982,0.170398956793156,3.49421655728662e-26,1.2459920475907e-25
"ZNF264",866.551846512247,-0.613298321159927,0.0584341350195137,3.53278121060861e-26,1.2594699021433e-25
"C1QC",2069.60465011809,1.03587775918267,0.100120465739625,3.5354658659518e-26,1.26015312036522e-25
"C2orf39",6.83878704301035,-2.5444573530402,0.247976954832848,3.61599606819869e-26,1.28857665667311e-25
"UTP6",885.42978487808,0.423687034362123,0.0401982158253798,3.64717797376875e-26,1.29940617514615e-25
"NUDT9",705.743888512046,-0.527658721928763,0.0501743591244394,3.66942274103212e-26,1.30704758352117e-25
"KCNA3",24.2812225037365,1.51176163224678,0.145928439179147,3.72754532804201e-26,1.32746257090476e-25
"RENBP",171.153702626474,1.15681748182185,0.112024227266837,3.75304213210168e-26,1.3362524439519e-25
"EDN2",154.874702860113,1.74317452964147,0.168136517865016,3.80538037395019e-26,1.35459319170801e-25
"C19orf2",2022.94793782328,0.640895354746333,0.0611633815385637,3.84691770217066e-26,1.3690820366393e-25
"KIAA0649",760.240096472084,-0.658987022824992,0.0629322893765097,3.87947875199151e-26,1.38037071516089e-25
"SH3D20",8.55272744851434,1.32881208921525,0.128660106979606,4.09272277832212e-26,1.45592998769937e-25
"LOC100129716",8.05312771975735,-0.820043950916256,0.0788497390040264,4.24088025452964e-26,1.5083078667617e-25
"NUDT1",319.238563179963,0.874290100945516,0.084256184349784,4.32988622661416e-26,1.53962982387063e-25
"AKIRIN1",1265.54785741409,0.508277260365789,0.0483822412762208,4.34122051533291e-26,1.54332553344183e-25
"SDCBP2",98.3842426348215,1.29822348881704,0.125821779865491,4.38870570117572e-26,1.55986868074508e-25
"BMP1",814.348853688617,0.967334969122283,0.0935357501612847,4.44082694964941e-26,1.57805208958187e-25
"WISP3",31.4481713332865,2.72678709566349,0.267054685784896,4.58592887425457e-26,1.62926123726224e-25
"ZNF709",120.118144791332,-0.653268574092943,0.0624808834881722,4.68500146858864e-26,1.66409872432351e-25
"SPI1",445.711567809618,0.951892083705218,0.0920781831346229,4.86665579849377e-26,1.72824756576517e-25
"EIF2S2",1962.89571480469,0.501367798318043,0.0477674705032598,4.8825543435285e-26,1.73351815794152e-25
"AP3S2",1625.02465339649,-0.549036961103316,0.0523795516932709,4.98808548272569e-26,1.77060303339428e-25
"CLDN8",152.362898248716,1.82803793143155,0.176833463560793,4.99608630484507e-26,1.77305936084755e-25
"EIF3K",3174.65481010002,0.685616657348134,0.0657162822195874,5.25442127321806e-26,1.86433640805961e-25
"YOD1",389.689822911299,0.97380313424727,0.0943560169833706,5.43975574576214e-26,1.92967806007215e-25
"C1orf69",276.966306433919,0.717761351314694,0.0689021198787458,5.46158770368873e-26,1.93700374278067e-25
"CPSF4",495.277485497857,0.575269483719622,0.0549699919628863,5.50703769241961e-26,1.95270080563681e-25
"C10orf105",8.02062167227479,1.16676102526467,0.113447976075571,5.79223030823957e-26,2.05338132150538e-25
"DHFRL1",257.188672145229,-0.592163994776258,0.0566448820307687,5.87658424691186e-26,2.08283516426308e-25
"PDAP1",2457.80430877878,0.548665705481235,0.052421648960115,5.88195433564037e-26,2.0842881176822e-25
"TIPRL",1425.64576861239,0.475993217808773,0.0454083553803946,5.98904787563039e-26,2.12177866747225e-25
