"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",175,-0.763988922910977,-1.39560762191736,5.33556743664222e-05,0.000262844685032746,0.000127272163279014,2331,"tags=53%, list=14%, signal=46%","GPR65/SOCS5/SPI1/SOCS1/ITGAL/IL10/LY86/ST8SIA4/TLR2/CCL4/CCL22/CTSS/IL15/CD74/KRT1/EREG/FLNA/IL18/ACVR2A/IFNAR2/ITGB2/STAB1/IL2RA/IL7/CCL13/CXCL9/IL12A/ICAM1/LCP2/CD4/FASLG/GZMB/TGFB2/CCL2/NCF4/IL27RA/LYN/LY75/CD40/IL4R/IFNGR1/CCR5/F2R/WAS/CD28/SRGN/IL12RB1/KLRD1/HCLS1/IL12B/CCND2/LTB/FGR/IRF8/FAS/IRF4/IL2RG/CCL5/STAT4/CXCR3/LIF/PTPRC/CD96/CD2/GZMA/CD8A/CD8B/CD7/MAP4K1/NLRP3/CRTAM/PRF1/CD3G/CD79A/CCR2/ETS1/IL18RAP/CD247/CD3D/TRAT1/CD1D/CD3E/CFP/ITK/IL16/LCK/IL6/SIT1/ZAP70/PRKCB/CCL19/CD40LG/EGFR"
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",184,-0.758976506074073,-1.38694504223016,7.7175232211348e-05,0.000321563467547283,0.000155704415865,2079,"tags=29%, list=13%, signal=25%","GNGT2/CTSS/LGALS3/L3MBTL4/F3/KLK1/DUSP6/MMP8/CASP1/APOBEC3G/TIMP2/LCP2/PIK3R5/GZMB/CASP4/LYN/PIK3CG/PLEK/HPCAL4/ZFPM2/SERPINE1/PIM1/CASP10/CR2/GP1BA/WAS/ZEB1/S100A9/NOTCH4/CCL5/FCN1/CR1/TNFAIP3/GZMA/FYN/LRP1/DPP4/CFH/SERPING1/CXCL1/C1S/C1R/SPOCK2/GNG2/GZMK/LCK/CD36/IL6/PLA2G4A/C3/F10/CD40LG/KCNIP2"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",182,0.6073816339852,1.5481929645033,0.000208785418732939,0.000803020841280536,0.000388831144198996,3436,"tags=40%, list=21%, signal=32%","COX6C/GOT2/ATP6AP1/ATP6V1H/VDAC3/PDHX/CYC1/COX17/HSPA9/MRPS30/ATP6V1C1/COX6A1/AIFM1/ATP6V0B/GRPEL1/NDUFAB1/MRPL15/TIMM17A/VDAC1/NDUFA7/COX7A2/NDUFS8/MTX2/PHYH/ATP6V1E1/NNT/AFG3L2/MRPL35/NDUFV2/ATP6V0C/IDH3A/COX5A/SLC25A4/NDUFA8/SDHC/UQCRB/CYCS/HSD17B10/LRPPRC/NDUFB4/LDHA/ATP6V1D/PRDX3/ACO2/PDHB/UQCR10/ATP6V1G1/MDH2/NDUFA2/NDUFS3/NDUFB3/NDUFC1/NDUFA1/HCCS/UQCRC1/ACADSB/PDHA1/RHOT1/NDUFA4/NDUFA6/IMMT/NDUFB6/VDAC2/SLC25A11/NDUFS1/COX7A2L/COX7B/SDHB/GLUD1/NDUFA5/ATP6V1F/MDH1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",81,-0.798530397383629,-1.40532402390669,0.000779081517095928,0.00278243398962831,0.00134728382655687,1910,"tags=38%, list=12%, signal=34%","CD38/IL9R/IL2RA/IL7/CSF2RA/CXCL9/IL1R2/PIK3R5/JUN/IL4R/IFNGR1/PIM1/EBI3/IL15RA/IL12RB1/IL3RA/CXCL3/SOCS3/LTB/FAS/ACVRL1/IL2RG/CXCL1/TNFRSF1B/A2M/CD36/CSF2RB/IL6/LEPR/IL18R1/PLA2G2A"
"HALLMARK_DNA_REPAIR","HALLMARK_DNA_REPAIR",139,0.609602240740741,1.49513895754825,0.00100425802915043,0.00334752676383477,0.00162090769617263,2057,"tags=27%, list=13%, signal=23%","ARL6IP1/RAD51/ZWINT/POLR2K/PCNA/TYMS/FEN1/PRIM1/HPRT1/COX17/BRF2/RAE1/RFC5/TSG101/RRM2B/NME1/RFC4/CSTF3/TMED2/BCAP31/CANT1/DCTN4/RFC3/CETN2/POLB/POLA1/BOLA2/MRPL40/RPA3/POLA2/TAF9/LIG1/RFC2/VPS28/NUDT9/SUPT4H1/POLD4"
"HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS",175,-0.731012079822599,-1.33536756845486,0.00120132801727827,0.00375415005399461,0.00181779897351318,2047,"tags=34%, list=12%, signal=30%","ABLIM1/ITGB4/SVIL/IGFBP3/TNNT2/KLF5/SMTN/NCAM1/SPHK1/PDLIM7/SGCD/FST/SPARC/GJA5/HBEGF/COL1A1/TPM2/APLNR/COL6A3/BIN1/PRNP/MYH3/NOTCH1/ADAM12/IGFBP7/SCHIP1/COL6A2/COL3A1/SGCA/COL15A1/WWTR1/TAGLN/KIFC3/TNNI2/MEF2C/SSPN/CASQ2/LSP1/PTGIS/MYLK/SORBS1/CKMT2/MRAS/SOD3/GPX3/MYOM1/HSPB2/PYGM/LAMA2/GSN/CD36/DES/TNNT3/ITGA7/MYH11/FHL1/CRYAB/IGF1/FXYD1/DMD"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",191,0.535052859473385,1.38390895236861,0.00138518348848335,0.00384773191245376,0.0018631122944513,2623,"tags=41%, list=16%, signal=35%","AURKA/CDC25A/PLK1/SQLE/TUBG1/TMEM97/MCM2/HSPD1/BUB1/MCM4/RRM2/CCNF/CACYBP/HPRT1/HSPA9/SLC7A11/UNG/SLC7A5/COPS5/DHCR7/STIP1/SORD/PSMD12/INSIG1/DHFR/HSPE1/STC1/TRIB3/ALDOA/FADS1/PSMD14/FADS2/TPI1/XBP1/TCEA1/HK2/EBP/GGA2/PSME3/ADIPOR2/PPIA/FDXR/CCT6A/PSMG1/EEF1E1/PSMC4/PRDX1/CANX/PGK1/ASNS/RPN1/PSMC6/ELOVL6/GMPS/SDF2L1/SQSTM1/SCD/CYP51A1/P4HA1/EIF2S2/PSMB5/HSPA4/GOT1/ACLY/HSP90B1/PSMA3/GAPDH/PNO1/SLC2A1/LDHA/ATP6V1D/SERP1/NUP205/HSPA5/TOMM40/DHCR24/RDH11/MTHFD2/IGFBP5"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",189,-0.7251049537865,-1.32871238822441,0.00137018491947077,0.00384773191245376,0.0018631122944513,2332,"tags=35%, list=14%, signal=31%","SCN9A/GPR65/GADD45B/GBP4/GABARAPL1/SOCS1/TNFRSF4/IL10/PTCH1/NT5E/PLIN2/PRKCH/MYO1E/SWAP70/WLS/COL6A1/IL2RA/TNFRSF9/CDKN1C/ICOS/PRNP/IL1R2/NFIL3/FLT3LG/CAPN3/KLF6/CTLA4/IL4R/IFNGR1/PIM1/IL1RL1/EMP1/SYT11/ARL4A/NRP1/F2RL2/LRRC8C/IL3RA/BATF3/TRAF1/BMP2/SLC2A3/IL10RA/SELL/CCND2/FGL2/LTB/IRF8/CCR4/IRF4/LIF/TNFSF11/GLIPR2/CST7/TNFRSF8/PTH1R/CD48/EOMES/TNFRSF1B/PENK/IL18R1/SHE/SELP/ABCB1/CD79B/PLAGL1/ITIH5"
"HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",196,0.521955974297898,1.34666103214418,0.0028447048799288,0.00748606547349685,0.00362483170295637,1122,"tags=18%, list=7%, signal=17%","AURKA/BIRC5/PRC1/TPX2/TOP2A/CENPE/PLK1/CCNB2/KIF4A/RACGAP1/ESPL1/NUSAP1/NDC80/CDK1/KIF2C/KIF23/KIF15/NEK2/TTK/BUB1/KIF11/KNTC1/DLGAP5/CKAP5/ANLN/CENPF/LMNB1/ARFGEF1/ECT2/CEP250/DYNLL2/SMC4/RANBP9/TBCD/SHROOM2/FBXO5"
"HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS",187,-0.713183574042598,-1.30529521085473,0.00343761984758098,0.00859404961895244,0.00416132928917697,1657,"tags=17%, list=10%, signal=15%","LAMA4/OMD/STAT5A/FZD4/LIFR/IFNGR1/COL15A1/PPARG/ARL4A/ANGPTL4/PHLDB1/SSPN/GPAM/MYLK/SORBS1/ANGPT1/MRAP/CIDEA/ADIPOQ/LIPE/GPX3/FABP4/CD36/SPARCL1/ACADL/C3/LEP/ENPP2/ITGA7/LPL/ITIH5"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",184,-0.701761760298329,-1.28239146598497,0.00976372859476778,0.0232469728446852,0.0112564289563739,2117,"tags=30%, list=13%, signal=26%","CALB2/NLGN3/GNAI1/ACTN1/SDC3/CNTN1/VCAN/FBN1/VCAM1/MPZL2/ADAM23/MYL9/CLDN15/ZYX/ICAM1/ITGA10/RAC2/MSN/CDH3/LAYN/DSC1/FSCN1/AKT3/CNN2/ITGA9/NEXN/ACTG2/CD209/TRAF1/SIRPA/DSC3/CD34/EPB41L2/LAMB3/CLDN8/MMP2/SLIT2/NRXN2/ICAM5/COL16A1/PTPRC/JAM3/ICAM4/ICAM2/PECAM1/VWF/COL17A1/CLDN5/FLNC/CLDN19/ADAMTS5/CADM3/EGFR/CLDN11/CX3CL1"
