"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig"
"CEACAM6",4542.54408026781,1.77263525831914,0.223895415094644,4.94770824641145e-18,6.48387270275727e-16,"Up"
"TOP2A",3472.44888779582,0.860159560161635,0.104445810778204,5.29276008014474e-18,6.88100816451198e-16,"Up"
"SEC16A",5368.23279775552,0.430630563216823,0.0515614002747135,5.59252759480592e-18,7.21347988429258e-16,"NS"
"GUCY1A2",52.9644531824269,1.03436184632938,0.125754795031015,7.69024369154781e-18,9.84170952431599e-16,"Up"
"ERGIC1",7394.47948233466,0.469997645310813,0.0564487867534157,7.83441218902587e-18,9.94848884251416e-16,"NS"
"FGFR4",426.617594411573,1.29207891007391,0.158331123929838,8.0015321255144e-18,1.00825459806193e-15,"Up"
"SRD5A3",984.398214353041,0.57422190641911,0.0694073480341244,8.73629585587804e-18,1.09243711767281e-15,"NS"
"PEX5L",29.1957460603943,-1.63640171533039,0.206816437334066,9.53096770567305e-18,1.18277865141387e-15,"Down"
"C17orf39",329.799116429952,-0.373258792577287,0.0456566432184606,1.41175095662775e-17,1.73878890379843e-15,"NS"
"GGCT",2362.17822764314,0.544353727607563,0.0662549536998054,1.64490883901872e-17,2.0108396785049e-15,"NS"
"ABCC2",46.8799588601078,1.31296795878485,0.164133851939844,2.70016238333494e-17,3.27639703714146e-15,"Up"
"NANOS1",270.940734086084,0.606987695638533,0.0748985561221934,2.92099397346373e-17,3.51829428524333e-15,"Up"
"SCARB2",6966.31821369692,0.371234680106092,0.0459413113826981,2.97901255241383e-17,3.56198573876576e-15,"NS"
"PGK1",9391.54700705067,0.443202930041808,0.0543481033796652,3.02461788528336e-17,3.59030909991497e-15,"NS"
"ITFG2",415.083265696989,-0.37845674782356,0.0467906826535058,3.06235909952547e-17,3.60895715175012e-15,"NS"
"POU6F1",159.46689644838,-0.489666260144319,0.0603198469486597,4.35908318861521e-17,5.1004386937647e-15,"NS"
"NME2",8525.4723403039,0.569728882197062,0.0705753453460371,4.69043406542169e-17,5.44921988834558e-15,"NS"
"SLC2A10",1805.47900904313,0.718308323455301,0.0903408177252507,5.90930101952925e-17,6.81691971837385e-15,"Up"
"GRIN2C",59.9682047898478,-1.42011495856244,0.181528016132508,6.37737694835274e-17,7.30544138398365e-15,"Down"
"EPO",16.5362428206132,1.86680983551123,0.24867164540833,9.15953761855748e-17,1.04196101201104e-14,"Up"
"KIRREL2",11.9869180302503,-1.91267589452688,0.255793321388867,1.0260182320344e-16,1.15911756268659e-14,"Down"
"IGSF1",207.473749065765,-1.76055697900096,0.233875836843033,1.11594692808789e-16,1.25207716637039e-14,"Down"
"MPHOSPH6",452.020240401861,0.580732356338058,0.0731577695741885,1.3093656647468e-16,1.45909652749778e-14,"Up"
"MYO18A",1511.05987305044,0.49529528392396,0.0623801759352781,1.81663469589008e-16,2.01069546982266e-14,"NS"
"ZC3H6",353.606404345975,-0.424599999514931,0.0536393604342163,1.87793591211274e-16,2.06459517961871e-14,"NS"
"LRP2",2508.20817876558,-1.49043440396261,0.19568499120589,2.16489640971416e-16,2.36421120583518e-14,"Down"
"CREB3L4",2724.69673350413,0.615103566467811,0.0786867399869949,2.81561879152733e-16,3.05448022675557e-14,"Up"
"ETFA",1304.91966389555,0.473471179506027,0.0601537884253149,3.16514605005752e-16,3.41106956881528e-14,"NS"
"SULT1A2",38.9537300233239,0.972922968263889,0.125639932157134,3.39579809683231e-16,3.63572343949085e-14,"Up"
"PSMD11",1476.07362799424,0.450828279862874,0.0573984098740148,3.456560569302e-16,3.67674796660623e-14,"NS"
"OGDHL",24.5274838998676,-1.81336014273067,0.246774446173672,3.60541525862159e-16,3.81034240977292e-14,"Down"
