"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"BBS7",242.425366400718,0.361486475424278,0.053889814746743,1.06023455530369e-11,3.48029365832428e-11
"LOC168474",7.77937397922907,-0.865657540817186,0.1358944270654,1.07102758936301e-11,3.51501911731121e-11
"SPTBN4",30.351436934514,-0.918816869436254,0.144531571057781,1.08001748382421e-11,3.54381412025775e-11
"NEURL2",17.9020353266575,0.661503141032851,0.102144103091543,1.08071528995799e-11,3.54539458023618e-11
"SELENBP1",2769.52578261192,-0.755008562564442,0.117723955822513,1.0854610706368e-11,3.56025153802347e-11
"COL1A1",142653.6157051,-0.819025332799732,0.128347373367413,1.100211210084e-11,3.60790973190879e-11
"KLF9",896.321993912781,-0.487185025020853,0.0736261019857761,1.1027716905161e-11,3.6155834578324e-11
"CREM",415.051276051993,0.346736682895517,0.0516805553659593,1.10896189008347e-11,3.63515225480399e-11
"RNF112",12.3807369607736,0.991587375299342,0.156280057042683,1.11210838986848e-11,3.64473804575677e-11
"CASZ1",882.764539469029,-0.529961493523381,0.0805340326557628,1.11417393917255e-11,3.65077809114009e-11
"ADSSL1",134.545668178569,-0.845922599007214,0.132829148762953,1.1243581686195e-11,3.68341263029073e-11
"C11orf82",253.553280251991,0.599396924531993,0.0919376216109742,1.13055579282533e-11,3.70297657142849e-11
"LOC441455",12.2290971585433,0.773265530111272,0.120898019401568,1.14196940771607e-11,3.73961353459107e-11
"C8orf37",83.4329403487786,-0.554448269424518,0.0846003831892305,1.16139921327919e-11,3.80248129649074e-11
"DEFB1",183.229539092939,1.62008818843321,0.256233725519252,1.17251211367228e-11,3.83809942138623e-11
"C1orf115",973.036470799737,-0.774925943548023,0.121259939850982,1.17668627244201e-11,3.85099459833724e-11
"RPS20",19098.1156291856,0.581202953184808,0.0890220080737254,1.17865804490681e-11,3.85667821875252e-11
"CTDSP1",2332.83228828579,-0.349224952145361,0.0521388164025787,1.18701488537185e-11,3.88324793872247e-11
"HK1",4250.79534941967,-0.324225440230797,0.0483196542969706,1.19135640571646e-11,3.89667380318387e-11
"GAB1",671.205937460249,-0.477499445383734,0.0722298405923102,1.21027484727793e-11,3.95776282294656e-11
"QSER1",1585.17644979383,0.51991560200116,0.0790554772730874,1.21080193271413e-11,3.95869724981261e-11
"TLR2",540.892904246255,0.657985187663012,0.101829981616047,1.21185330977528e-11,3.96134512559663e-11
"MTHFR",566.087896906116,-0.442605503786589,0.0666921200947301,1.21345308094572e-11,3.96578419740042e-11
"SMC4",2641.98937206939,0.489234747599866,0.0741140407428501,1.21438953204755e-11,3.96805408250517e-11
"ATP5J2",2234.20227850188,0.508845849549145,0.0772708489450204,1.21484200472266e-11,3.96874196444251e-11
"C14orf33",55.3258514054498,-0.512647086560958,0.077917576619169,1.23753420712559e-11,4.0420696135964e-11
"MIB2",334.546316123286,0.650794014506483,0.100683651871684,1.23986680093956e-11,4.04888216918407e-11
"MBD1",885.715425123749,0.285300790704087,0.0424506780098729,1.24503711799329e-11,4.06495697580491e-11
"LCN2",916.495624550747,1.56717472211987,0.248065326294826,1.26645669576797e-11,4.13406749864319e-11
"LOC153684",29.9340684833583,-0.617837342883652,0.0952416064691104,1.26736275833658e-11,4.13620201452345e-11
"SYCE1L",16.4799054483207,1.45063634854371,0.229296763191851,1.28038355181518e-11,4.17786580473928e-11
"SSU72",2947.78230746764,0.399152651907432,0.0599578870812334,1.28688315804325e-11,4.19823875126956e-11
"DEGS1",3302.34913217747,-0.644039339382214,0.0996626336028086,1.29775833883548e-11,4.23287532947274e-11
"FLJ40330",72.0715320094611,1.1443139584648,0.181054603522514,1.31145496667718e-11,4.27669896986198e-11
"VASH2",317.942665976799,0.910167965912322,0.143837582190849,1.32065945819612e-11,4.30585909218663e-11
"DKFZP586I1420",284.448712240094,-0.5129514687514,0.0780879511663624,1.32534981166953e-11,4.32029271876296e-11
"PLBD2",817.371566894891,-0.400282672094252,0.0601779127602694,1.3299670395314e-11,4.33448228679388e-11
"TMEM161B",193.751017008979,-0.394745071693871,0.0593169311303028,1.3325696976619e-11,4.34210185751852e-11
"PROL1",14.484120940966,3.39185899899317,0.540507752312739,1.35289062231441e-11,4.40744088933927e-11
"ATP6V1G2",30.9737362372315,-0.832409077017589,0.131204734839027,1.35600490034648e-11,4.41670936862258e-11
"ST5",1275.11230811338,0.458086025714688,0.0693242285729889,1.36437548613918e-11,4.44309134388345e-11
"C1orf74",174.683434424519,0.512005511792619,0.0779865468003628,1.36477195807823e-11,4.4435002835167e-11
"KBTBD3",84.7190031957592,-0.45718722643959,0.069191172357056,1.37318403998627e-11,4.47000154949292e-11
"KCNH2",109.944090784667,1.26416647052449,0.200140305958704,1.38520233683063e-11,4.50822895457e-11
"AGBL2",12.4117173524558,-0.906428695845106,0.143404011485593,1.38772372243328e-11,4.51464343892764e-11
"C15orf58",56.1232426174981,-0.494176849445853,0.0751331959759928,1.38765338796135e-11,4.51464343892764e-11
"C1orf194",4.60343140944511,-1.59903198656663,0.2539080221567,1.40043303387677e-11,4.55508686390655e-11
"NCRNA00081",166.868496364781,-0.39551838971648,0.0595060222008899,1.40379658113722e-11,4.56512199056182e-11
"TMEM47",541.481120462961,0.69414613900337,0.108257416466241,1.40953781950967e-11,4.5828838163364e-11
"ZBTB7C",496.073329869271,-0.955642269557859,0.151434775453115,1.4147213330755e-11,4.59882560967844e-11
"LOC150622",36.7281075261463,-1.81175369929915,0.289433129506287,1.41829312324394e-11,4.60952290480888e-11
"NME3",834.230953149264,-0.68558805403682,0.106851377417116,1.42647662519895e-11,4.63520128429842e-11
"GHDC",537.268305472898,-0.500210241290257,0.0761644717161038,1.43475222813725e-11,4.66116870630528e-11
"C8orf85",1560.44287828161,1.37513806563851,0.217894104732168,1.4394508450608e-11,4.67550736862025e-11
"ADA",222.833659556312,0.562732480851407,0.0864032633457537,1.45571541757428e-11,4.72740051365492e-11
"DPH3B",26.2244143887956,0.509093476578632,0.0776342003499409,1.46048397317653e-11,4.74194746872816e-11
"RHOQ",1610.21438986318,0.383277479081231,0.0576535596659822,1.46464815113531e-11,4.75452674115822e-11
"SF3B4",2778.7012210017,0.357963973618148,0.0537287868378152,1.46508166726912e-11,4.75499299331526e-11
"RNF122",222.509228969289,0.457309490718388,0.0693182811268689,1.47155314774599e-11,4.77505168792827e-11
"PIAS2",280.582503669511,0.420051349637588,0.0634272773246443,1.48363782575143e-11,4.81331314394793e-11
"DBF4B",159.003172040274,0.491286198581729,0.0748004851234839,1.50113398641533e-11,4.869112275889e-11
"KAL1",467.112007673816,-0.858023271667755,0.135770744921893,1.50833651053441e-11,4.89150727210279e-11
"SCN2B",10.3380259307011,-1.26133425585489,0.200193308338426,1.53128168043223e-11,4.96493643094088e-11
"SPACA4",3.1551864469732,-1.25544121293873,0.199273814453838,1.53446628896383e-11,4.97427876242562e-11
"LOC647946",26.62820124025,0.923534454732853,0.146552301593272,1.53957412739756e-11,4.98985070375463e-11
"SPTY2D1",1105.42866590412,-0.384390268012104,0.0579044628507611,1.55598204249654e-11,5.04203347354223e-11
"LSM7",655.568246308978,0.605840994464372,0.0937244594571284,1.57740077465254e-11,5.11042956875878e-11
"SH3GLB2",1197.93430924009,-0.477081281669758,0.0726112364450678,1.59288248327223e-11,5.15956780669716e-11
"LCAT",59.3206112401636,0.661994708223542,0.103167797438468,1.59737574041483e-11,5.17310054689525e-11
"UBAC1",823.272317872631,0.385303026419309,0.0580863628334067,1.60440119545527e-11,5.19482684742456e-11
"CRB1",4.14189729018627,1.18561742019647,0.18850727418856,1.61407841147505e-11,5.22512890930041e-11
"NAA50",3976.53126269386,0.341161512653039,0.0512640828581132,1.63754367645009e-11,5.30004517064143e-11
"CUTA",2926.33213453704,0.450298339213198,0.0683741018336409,1.64595384553455e-11,5.32621442657394e-11
"NOTCH3",5487.98690072373,0.616032073877613,0.0955495763463618,1.66612664005491e-11,5.39042904868258e-11
"PPPDE2",340.015934376447,0.4235586507179,0.0641490835450761,1.6692377513605e-11,5.39942946865830e-11
"LOC254559",134.600055276325,-1.00830443365261,0.160551044253218,1.67833061683059e-11,5.42777151180444e-11
"CUL2",1040.85552293344,0.3444555576632,0.0518035822913721,1.68278829860662e-11,5.44111501321593e-11
"MALAT1",2665.21758736995,-0.555107625147002,0.0854565129571118,1.70313618110246e-11,5.50582238443508e-11
"NPFFR2",7.49149599639751,-1.89654818381056,0.305189527910152,1.7040553841485e-11,5.50770846624392e-11
"PTPRU",1156.78675815514,0.786320889618917,0.124264555307883,1.71032697599203e-11,5.52688995019648e-11
"TTC23",288.188125481796,0.476237150791766,0.0726030003305361,1.72105499603639e-11,5.56046190663481e-11
"ZNF259",786.793786570285,0.339353253653998,0.0510436557027702,1.72446704075185e-11,5.57038851308639e-11
"ITFG1",993.634938041148,-0.40189779282442,0.0608040882259948,1.754359902617e-11,5.66583293613439e-11
"ATP2C2",426.81654120534,-0.906182061011054,0.144206456738601,1.76155082642897e-11,5.68793665470757e-11
"CCT6P1",77.8485960550959,0.43130074370679,0.0654587451000929,1.7671706113676e-11,5.70495956273623e-11
"TGS1",781.455439114585,0.435484819020139,0.066137960677285,1.78452048614786e-11,5.75983658683261e-11
"RBM9",1881.70839659642,0.360465561121908,0.0543644384224587,1.80205903719567e-11,5.81530088277013e-11
"TACC3",1244.94928047691,0.483088423301784,0.0737912535796835,1.80835699715845e-11,5.8344767553875e-11
"MIOS",701.574998557126,-0.337674471340589,0.0508634156607541,1.8493221367659e-11,5.96547315818505e-11
"FZD6",1277.95622961954,0.680002342509526,0.106588843615066,1.86305294443649e-11,6.00858384734403e-11
"LRRC17",238.382127705369,-1.07775779755963,0.172078575634546,1.86452163953395e-11,6.0121384810842e-11
"SSR2",8429.46009682568,0.385045444726539,0.0582474016549735,1.87332289309091e-11,6.03933085993911e-11
"SKIV2L2",1407.77649116337,-0.387639687651525,0.0586544950490259,1.87419832910057e-11,6.04096584638175e-11
"VRK1",408.235066346627,0.415579050650145,0.063055112144261,1.87687537209032e-11,6.04840603701326e-11
"SMCHD1",1464.80828084417,0.473639016370884,0.072343448196765,1.89530065845019e-11,6.10658352004683e-11
"SLC48A1",602.894477582699,-0.410600698822372,0.0622834222476086,1.89700189149135e-11,6.11086449845494e-11
"CDKL3",25.7659556257603,-0.473933859353394,0.0723964607411984,1.90154695372766e-11,6.12430290241407e-11
"ASB16",16.0599079246758,-0.729606755681399,0.115032662397858,1.90289000571739e-11,6.12742535606248e-11
"ARRDC2",672.255991485481,0.535726988068443,0.0824936510809778,1.92166293757506e-11,6.18666087635793e-11
"SCGN",12.0242633042859,-2.10840717164342,0.342386695449049,1.93032348776352e-11,6.21332342421213e-11
"POM121",2295.13983999297,0.330887672266797,0.0498640609821241,1.93215560294247e-11,6.2180004620493e-11
"WDR90",561.861880816181,-0.533151556866255,0.082081504158805,1.93388515286163e-11,6.22234565758910e-11
"CDK7",527.086174357162,-0.356219222793244,0.0538080108926882,1.96364345899523e-11,6.31685500252966e-11
"CPNE3",4416.30335924121,-0.506252728967904,0.0777017782794492,1.96735514085863e-11,6.32755419127531e-11
"RBM45",193.915158230515,-0.192091446346913,0.0287403263879118,1.97991743750171e-11,6.36579286916417e-11
"ZNF598",1001.1220999757,0.403555564008752,0.0612310938040152,1.98002043641258e-11,6.36579286916417e-11
"ZNF702P",177.648303541737,-0.746006104199838,0.117927844125538,1.98845851715093e-11,6.39166863743419e-11
"TCTN3",1190.22144277855,-0.301562970210811,0.0453818233216728,1.99195166884001e-11,6.40164248118784e-11
"LOC151534",220.315184945176,-0.601162453434535,0.0934761165625006,2.01167608715169e-11,6.4637654960919e-11
"RAET1G",15.5517446416207,1.04264873282147,0.166808141251025,2.01835683860129e-11,6.48396146172679e-11
"MLKL",268.226775450452,0.489567882592498,0.0750333033358182,2.02367521064657e-11,6.49977373805282e-11
"KRI1",813.20809580747,0.420868021610781,0.0640051648577826,2.02935328431635e-11,6.51673491046222e-11
"SSX2IP",750.241404266779,0.458376999922772,0.0699968765435393,2.02979616255654e-11,6.51688127900076e-11
"ZNF777",518.176099673899,0.340033962268959,0.051345534072226,2.04945617296352e-11,6.57871420843848e-11
"TNKS2",1601.47110928033,-0.380432134616382,0.0576458623603261,2.05646893426995e-11,6.59993346288984e-11
"LOC100144604",15.9267600927279,-1.33663591260844,0.213688582217308,2.05690126699097e-11,6.60002963271769e-11
"CTPS2",1076.5894125915,-0.539918784470928,0.083321135732843,2.06187604996816e-11,6.6146983860019e-11
"STRADA",634.460296188784,-0.439477186665408,0.0669932864070611,2.06325218667936e-11,6.6178188537547e-11
"CDH1",10939.3774580254,-0.722513132227812,0.114065287510579,2.06944597888523e-11,6.63509038148054e-11
